description_model,free_present,relation,scene_id,status,structured_present
openai,True,along,v1:building_059,consistent,True
claude,True,front,v1:building_059,consistent,True
claude,True,back,v1:building_059,consistent,True
claude,True,above,v1:building_059,consistent,True
claude,True,along,v1:building_059,consistent,True
claude,True,around,v1:building_059,consistent,True
gemini,True,above,v1:building_059,consistent,True
gemini,True,around,v1:building_059,consistent,True
openai,True,above,v1:building_060,consistent,True
openai,True,centered,v1:building_060,consistent,True
openai,True,symmetric,v1:building_060,consistent,True
openai,True,along,v1:building_060,consistent,True
openai,True,around,v1:building_060,consistent,True
claude,True,above,v1:building_060,consistent,True
claude,True,along,v1:building_060,consistent,True
claude,True,around,v1:building_060,consistent,True
openai,True,centered,v1:building_061,consistent,True
openai,True,symmetric,v1:building_061,consistent,True
openai,True,inside,v1:building_061,consistent,True
openai,True,along,v1:building_061,consistent,True
openai,True,around,v1:building_061,consistent,True
claude,True,front,v1:building_061,consistent,True
claude,True,above,v1:building_061,consistent,True
claude,True,symmetric,v1:building_061,consistent,True
claude,True,along,v1:building_061,consistent,True
claude,True,around,v1:building_061,consistent,True
gemini,True,above,v1:building_061,consistent,True
gemini,True,centered,v1:building_061,consistent,True
gemini,True,inside,v1:building_061,consistent,True
openai,True,front,v1:building_062,consistent,True
openai,True,back,v1:building_062,consistent,True
openai,True,above,v1:building_062,consistent,True
openai,True,symmetric,v1:building_062,consistent,True
openai,True,around,v1:building_062,consistent,True
claude,True,front,v1:building_062,consistent,True
claude,True,back,v1:building_062,consistent,True
claude,True,symmetric,v1:building_062,consistent,True
claude,True,along,v1:building_062,consistent,True
openai,True,left,v1:building_063,consistent,True
openai,True,right,v1:building_063,consistent,True
openai,True,front,v1:building_063,consistent,True
openai,True,back,v1:building_063,consistent,True
openai,True,symmetric,v1:building_063,consistent,True
claude,True,below,v1:building_063,consistent,True
claude,True,symmetric,v1:building_063,consistent,True
claude,True,around,v1:building_063,consistent,True
openai,True,above,v1:building_064,consistent,True
openai,True,symmetric,v1:building_064,consistent,True
openai,True,inside,v1:building_064,consistent,True
openai,True,along,v1:building_064,consistent,True
openai,True,around,v1:building_064,consistent,True
claude,True,symmetric,v1:building_064,consistent,True
claude,True,along,v1:building_064,consistent,True
claude,True,around,v1:building_064,consistent,True
gemini,True,above,v1:building_064,consistent,True
gemini,True,symmetric,v1:building_064,consistent,True
openai,True,back,v1:building_065,consistent,True
openai,True,centered,v1:building_065,consistent,True
openai,True,symmetric,v1:building_065,consistent,True
openai,True,along,v1:building_065,consistent,True
openai,True,around,v1:building_065,consistent,True
claude,True,front,v1:building_065,consistent,True
claude,True,back,v1:building_065,consistent,True
claude,True,symmetric,v1:building_065,consistent,True
claude,True,along,v1:building_065,consistent,True
claude,True,around,v1:building_065,consistent,True
gemini,True,above,v1:building_065,consistent,True
gemini,True,around,v1:building_065,consistent,True
openai,True,left,v1:building_066,consistent,True
openai,True,right,v1:building_066,consistent,True
openai,True,front,v1:building_066,consistent,True
openai,True,back,v1:building_066,consistent,True
openai,True,below,v1:building_066,consistent,True
openai,True,symmetric,v1:building_066,consistent,True
openai,True,around,v1:building_066,consistent,True
claude,True,front,v1:building_066,consistent,True
claude,True,back,v1:building_066,consistent,True
claude,True,centered,v1:building_066,consistent,True
claude,True,symmetric,v1:building_066,consistent,True
claude,True,along,v1:building_066,consistent,True
claude,True,around,v1:building_066,consistent,True
openai,True,above,v1:building_067,consistent,True
openai,True,centered,v1:building_067,consistent,True
openai,True,symmetric,v1:building_067,consistent,True
openai,True,inside,v1:building_067,consistent,True
openai,True,along,v1:building_067,consistent,True
openai,True,around,v1:building_067,consistent,True
claude,True,along,v1:building_067,consistent,True
claude,True,around,v1:building_067,consistent,True
openai,True,above,v1:building_068,consistent,True
openai,True,below,v1:building_068,consistent,True
openai,True,symmetric,v1:building_068,consistent,True
openai,True,inside,v1:building_068,consistent,True
openai,True,along,v1:building_068,consistent,True
openai,True,around,v1:building_068,consistent,True
claude,True,along,v1:building_068,consistent,True
gemini,True,symmetric,v1:building_068,consistent,True
openai,True,above,v1:building_069,consistent,True
openai,True,centered,v1:building_069,consistent,True
openai,True,symmetric,v1:building_069,consistent,True
openai,True,along,v1:building_069,consistent,True
openai,True,around,v1:building_069,consistent,True
claude,True,front,v1:building_069,consistent,True
claude,True,back,v1:building_069,consistent,True
claude,True,symmetric,v1:building_069,consistent,True
claude,True,around,v1:building_069,consistent,True
openai,True,front,v1:building_070,consistent,True
openai,True,back,v1:building_070,consistent,True
openai,True,below,v1:building_070,consistent,True
openai,True,along,v1:building_070,consistent,True
openai,True,around,v1:building_070,consistent,True
claude,True,front,v1:building_070,consistent,True
claude,True,symmetric,v1:building_070,consistent,True
claude,True,along,v1:building_070,consistent,True
claude,True,around,v1:building_070,consistent,True
gemini,True,symmetric,v1:building_070,consistent,True
openai,True,left,v1:building_071,consistent,True
openai,True,right,v1:building_071,consistent,True
openai,True,front,v1:building_071,consistent,True
openai,True,back,v1:building_071,consistent,True
openai,True,above,v1:building_071,consistent,True
openai,True,below,v1:building_071,consistent,True
openai,True,centered,v1:building_071,consistent,True
openai,True,symmetric,v1:building_071,consistent,True
openai,True,along,v1:building_071,consistent,True
openai,True,around,v1:building_071,consistent,True
claude,True,front,v1:building_071,consistent,True
claude,True,back,v1:building_071,consistent,True
claude,True,symmetric,v1:building_071,consistent,True
claude,True,around,v1:building_071,consistent,True
gemini,True,above,v1:building_071,consistent,True
gemini,True,around,v1:building_071,consistent,True
openai,True,front,v1:building_072,consistent,True
openai,True,back,v1:building_072,consistent,True
openai,True,centered,v1:building_072,consistent,True
openai,True,inside,v1:building_072,consistent,True
openai,True,along,v1:building_072,consistent,True
openai,True,around,v1:building_072,consistent,True
claude,True,symmetric,v1:building_072,consistent,True
claude,True,along,v1:building_072,consistent,True
claude,True,around,v1:building_072,consistent,True
gemini,True,above,v1:building_072,consistent,True
openai,True,left,v1:building_073,consistent,True
openai,True,right,v1:building_073,consistent,True
openai,True,front,v1:building_073,consistent,True
openai,True,back,v1:building_073,consistent,True
openai,True,centered,v1:building_073,consistent,True
openai,True,symmetric,v1:building_073,consistent,True
openai,True,along,v1:building_073,consistent,True
openai,True,around,v1:building_073,consistent,True
claude,True,front,v1:building_073,consistent,True
claude,True,back,v1:building_073,consistent,True
claude,True,along,v1:building_073,consistent,True
gemini,True,front,v1:building_073,consistent,True
gemini,True,back,v1:building_073,consistent,True
gemini,True,below,v1:building_073,consistent,True
gemini,True,along,v1:building_073,consistent,True
openai,True,left,v1:building_074,consistent,True
openai,True,right,v1:building_074,consistent,True
openai,True,above,v1:building_074,consistent,True
openai,True,symmetric,v1:building_074,consistent,True
openai,True,along,v1:building_074,consistent,True
openai,True,around,v1:building_074,consistent,True
claude,True,above,v1:building_074,consistent,True
claude,True,symmetric,v1:building_074,consistent,True
gemini,True,above,v1:building_074,consistent,True
gemini,True,below,v1:building_074,consistent,True
gemini,True,symmetric,v1:building_074,consistent,True
openai,True,above,v1:building_075,consistent,True
openai,True,centered,v1:building_075,consistent,True
openai,True,outside,v1:building_075,consistent,True
openai,True,along,v1:building_075,consistent,True
openai,True,around,v1:building_075,consistent,True
claude,True,front,v1:building_075,consistent,True
claude,True,back,v1:building_075,consistent,True
claude,True,centered,v1:building_075,consistent,True
claude,True,along,v1:building_075,consistent,True
gemini,True,front,v1:building_075,consistent,True
gemini,True,symmetric,v1:building_075,consistent,True
openai,True,above,v1:building_076,consistent,True
openai,True,below,v1:building_076,consistent,True
openai,True,centered,v1:building_076,consistent,True
openai,True,symmetric,v1:building_076,consistent,True
openai,True,along,v1:building_076,consistent,True
openai,True,around,v1:building_076,consistent,True
claude,True,above,v1:building_076,consistent,True
claude,True,below,v1:building_076,consistent,True
claude,True,along,v1:building_076,consistent,True
gemini,True,symmetric,v1:building_076,consistent,True
gemini,True,around,v1:building_076,consistent,True
openai,True,symmetric,v1:building_077,consistent,True
openai,True,along,v1:building_077,consistent,True
openai,True,around,v1:building_077,consistent,True
claude,True,symmetric,v1:building_077,consistent,True
claude,True,along,v1:building_077,consistent,True
claude,True,around,v1:building_077,consistent,True
gemini,True,back,v1:building_077,consistent,True
gemini,True,symmetric,v1:building_077,consistent,True
gemini,True,along,v1:building_077,consistent,True
openai,True,left,v1:building_078,consistent,True
openai,True,right,v1:building_078,consistent,True
openai,True,front,v1:building_078,consistent,True
openai,True,back,v1:building_078,consistent,True
openai,True,symmetric,v1:building_078,consistent,True
openai,True,around,v1:building_078,consistent,True
claude,True,symmetric,v1:building_078,consistent,True
claude,True,around,v1:building_078,consistent,True
gemini,True,above,v1:building_078,consistent,True
gemini,True,symmetric,v1:building_078,consistent,True
gemini,True,along,v1:building_078,consistent,True
openai,True,above,v1:building_079,consistent,True
openai,True,centered,v1:building_079,consistent,True
openai,True,symmetric,v1:building_079,consistent,True
openai,True,inside,v1:building_079,consistent,True
openai,True,along,v1:building_079,consistent,True
openai,True,around,v1:building_079,consistent,True
claude,True,back,v1:building_079,consistent,True
claude,True,symmetric,v1:building_079,consistent,True
claude,True,around,v1:building_079,consistent,True
gemini,True,along,v1:building_079,consistent,True
openai,True,left,v1:building_080,consistent,True
openai,True,right,v1:building_080,consistent,True
openai,True,front,v1:building_080,consistent,True
openai,True,back,v1:building_080,consistent,True
openai,True,above,v1:building_080,consistent,True
openai,True,symmetric,v1:building_080,consistent,True
openai,True,along,v1:building_080,consistent,True
openai,True,around,v1:building_080,consistent,True
claude,True,front,v1:building_080,consistent,True
claude,True,symmetric,v1:building_080,consistent,True
claude,True,along,v1:building_080,consistent,True
openai,True,front,v1:building_081,consistent,True
openai,True,back,v1:building_081,consistent,True
openai,True,centered,v1:building_081,consistent,True
openai,True,along,v1:building_081,consistent,True
openai,True,around,v1:building_081,consistent,True
claude,True,front,v1:building_081,consistent,True
claude,True,back,v1:building_081,consistent,True
claude,True,above,v1:building_081,consistent,True
claude,True,symmetric,v1:building_081,consistent,True
claude,True,along,v1:building_081,consistent,True
gemini,True,front,v1:building_081,consistent,True
gemini,True,back,v1:building_081,consistent,True
gemini,True,symmetric,v1:building_081,consistent,True
gemini,True,along,v1:building_081,consistent,True
openai,True,front,v1:building_082,consistent,True
openai,True,centered,v1:building_082,consistent,True
openai,True,symmetric,v1:building_082,consistent,True
openai,True,inside,v1:building_082,consistent,True
openai,True,along,v1:building_082,consistent,True
openai,True,around,v1:building_082,consistent,True
claude,True,left,v1:building_082,consistent,True
claude,True,right,v1:building_082,consistent,True
claude,True,front,v1:building_082,consistent,True
claude,True,back,v1:building_082,consistent,True
claude,True,symmetric,v1:building_082,consistent,True
claude,True,along,v1:building_082,consistent,True
gemini,True,front,v1:building_082,consistent,True
gemini,True,back,v1:building_082,consistent,True
gemini,True,inside,v1:building_082,consistent,True
gemini,True,along,v1:building_082,consistent,True
openai,True,front,v1:building_083,consistent,True
openai,True,back,v1:building_083,consistent,True
openai,True,symmetric,v1:building_083,consistent,True
openai,True,along,v1:building_083,consistent,True
openai,True,around,v1:building_083,consistent,True
claude,True,front,v1:building_083,consistent,True
claude,True,symmetric,v1:building_083,consistent,True
claude,True,along,v1:building_083,consistent,True
openai,True,above,v1:building_084,consistent,True
openai,True,centered,v1:building_084,consistent,True
openai,True,symmetric,v1:building_084,consistent,True
openai,True,inside,v1:building_084,consistent,True
openai,True,along,v1:building_084,consistent,True
openai,True,around,v1:building_084,consistent,True
claude,True,above,v1:building_084,consistent,True
claude,True,along,v1:building_084,consistent,True
claude,True,around,v1:building_084,consistent,True
gemini,True,above,v1:building_084,consistent,True
gemini,True,along,v1:building_084,consistent,True
openai,True,left,v1:building_085,consistent,True
openai,True,right,v1:building_085,consistent,True
openai,True,front,v1:building_085,consistent,True
openai,True,back,v1:building_085,consistent,True
openai,True,centered,v1:building_085,consistent,True
openai,True,symmetric,v1:building_085,consistent,True
openai,True,along,v1:building_085,consistent,True
claude,True,along,v1:building_085,consistent,True
claude,True,around,v1:building_085,consistent,True
gemini,True,front,v1:building_085,consistent,True
gemini,True,back,v1:building_085,consistent,True
gemini,True,above,v1:building_085,consistent,True
openai,True,front,v1:building_086,consistent,True
openai,True,back,v1:building_086,consistent,True
openai,True,above,v1:building_086,consistent,True
openai,True,below,v1:building_086,consistent,True
openai,True,symmetric,v1:building_086,consistent,True
openai,True,along,v1:building_086,consistent,True
openai,True,around,v1:building_086,consistent,True
claude,True,front,v1:building_086,consistent,True
claude,True,back,v1:building_086,consistent,True
claude,True,above,v1:building_086,consistent,True
claude,True,along,v1:building_086,consistent,True
gemini,True,front,v1:building_086,consistent,True
gemini,True,back,v1:building_086,consistent,True
gemini,True,around,v1:building_086,consistent,True
openai,True,above,v1:building_087,consistent,True
openai,True,centered,v1:building_087,consistent,True
openai,True,symmetric,v1:building_087,consistent,True
openai,True,inside,v1:building_087,consistent,True
openai,True,around,v1:building_087,consistent,True
claude,True,front,v1:building_087,consistent,True
claude,True,below,v1:building_087,consistent,True
claude,True,centered,v1:building_087,consistent,True
claude,True,along,v1:building_087,consistent,True
claude,True,around,v1:building_087,consistent,True
openai,True,front,v1:building_088,consistent,True
openai,True,back,v1:building_088,consistent,True
openai,True,above,v1:building_088,consistent,True
openai,True,centered,v1:building_088,consistent,True
openai,True,symmetric,v1:building_088,consistent,True
openai,True,along,v1:building_088,consistent,True
openai,True,around,v1:building_088,consistent,True
claude,True,symmetric,v1:building_088,consistent,True
claude,True,along,v1:building_088,consistent,True
claude,True,around,v1:building_088,consistent,True
gemini,True,symmetric,v1:building_088,dropped,False
gemini,True,along,v1:building_088,dropped,False
openai,True,back,v1:building_089,consistent,True
openai,True,above,v1:building_089,consistent,True
openai,True,below,v1:building_089,consistent,True
openai,True,centered,v1:building_089,consistent,True
openai,True,symmetric,v1:building_089,consistent,True
openai,True,inside,v1:building_089,consistent,True
openai,True,along,v1:building_089,consistent,True
openai,True,around,v1:building_089,consistent,True
claude,True,below,v1:building_089,consistent,True
claude,True,symmetric,v1:building_089,consistent,True
claude,True,along,v1:building_089,consistent,True
claude,True,around,v1:building_089,consistent,True
openai,True,front,v1:building_090,consistent,True
openai,True,back,v1:building_090,consistent,True
openai,True,above,v1:building_090,consistent,True
openai,True,below,v1:building_090,consistent,True
openai,True,symmetric,v1:building_090,consistent,True
openai,True,along,v1:building_090,consistent,True
openai,True,around,v1:building_090,consistent,True
claude,True,front,v1:building_090,consistent,True
claude,True,back,v1:building_090,consistent,True
claude,True,below,v1:building_090,consistent,True
claude,True,along,v1:building_090,consistent,True
claude,True,around,v1:building_090,consistent,True
gemini,True,symmetric,v1:building_090,dropped,False
openai,True,front,v1:building_091,consistent,True
openai,True,centered,v1:building_091,consistent,True
openai,True,symmetric,v1:building_091,consistent,True
claude,True,front,v1:building_091,consistent,True
claude,True,back,v1:building_091,consistent,True
claude,True,symmetric,v1:building_091,consistent,True
openai,True,above,v1:building_092,consistent,True
openai,True,symmetric,v1:building_092,consistent,True
openai,True,along,v1:building_092,consistent,True
openai,True,around,v1:building_092,consistent,True
claude,True,front,v1:building_092,consistent,True
claude,True,back,v1:building_092,consistent,True
claude,True,symmetric,v1:building_092,consistent,True
claude,True,along,v1:building_092,consistent,True
claude,True,north,v1:building_092,consistent,True
claude,True,south,v1:building_092,consistent,True
claude,True,east,v1:building_092,consistent,True
claude,True,west,v1:building_092,consistent,True
gemini,True,above,v1:building_092,consistent,True
gemini,True,along,v1:building_092,consistent,True
openai,True,above,v1:building_093,consistent,True
openai,True,symmetric,v1:building_093,consistent,True
openai,True,outside,v1:building_093,consistent,True
openai,True,along,v1:building_093,consistent,True
openai,True,around,v1:building_093,consistent,True
claude,True,front,v1:building_093,consistent,True
claude,True,above,v1:building_093,consistent,True
claude,True,below,v1:building_093,consistent,True
claude,True,along,v1:building_093,consistent,True
claude,True,around,v1:building_093,consistent,True
gemini,True,above,v1:building_093,consistent,True
gemini,True,along,v1:building_093,consistent,True
gemini,True,around,v1:building_093,consistent,True
openai,True,left,v1:building_094,consistent,True
openai,True,right,v1:building_094,consistent,True
openai,True,above,v1:building_094,consistent,True
openai,True,centered,v1:building_094,consistent,True
openai,True,symmetric,v1:building_094,consistent,True
openai,True,inside,v1:building_094,consistent,True
openai,True,along,v1:building_094,consistent,True
openai,True,around,v1:building_094,consistent,True
claude,True,above,v1:building_094,consistent,True
claude,True,below,v1:building_094,consistent,True
claude,True,symmetric,v1:building_094,consistent,True
claude,True,along,v1:building_094,consistent,True
openai,True,below,v1:building_095,consistent,True
openai,True,centered,v1:building_095,consistent,True
openai,True,symmetric,v1:building_095,consistent,True
openai,True,along,v1:building_095,consistent,True
openai,True,around,v1:building_095,consistent,True
claude,True,front,v1:building_095,consistent,True
claude,True,along,v1:building_095,consistent,True
claude,True,around,v1:building_095,consistent,True
gemini,True,symmetric,v1:building_095,dropped,False
openai,True,above,v1:building_096,consistent,True
openai,True,centered,v1:building_096,consistent,True
openai,True,symmetric,v1:building_096,consistent,True
openai,True,along,v1:building_096,consistent,True
openai,True,around,v1:building_096,consistent,True
claude,True,front,v1:building_096,consistent,True
claude,True,symmetric,v1:building_096,consistent,True
claude,True,inside,v1:building_096,consistent,True
claude,True,along,v1:building_096,consistent,True
claude,True,around,v1:building_096,consistent,True
openai,True,above,v1:building_097,consistent,True
openai,True,centered,v1:building_097,consistent,True
openai,True,symmetric,v1:building_097,consistent,True
openai,True,inside,v1:building_097,consistent,True
openai,True,outside,v1:building_097,consistent,True
openai,True,along,v1:building_097,consistent,True
openai,True,around,v1:building_097,consistent,True
claude,True,front,v1:building_097,consistent,True
claude,True,symmetric,v1:building_097,consistent,True
claude,True,along,v1:building_097,consistent,True
claude,True,north,v1:building_097,consistent,True
claude,True,south,v1:building_097,consistent,True
claude,True,east,v1:building_097,consistent,True
claude,True,west,v1:building_097,consistent,True
gemini,True,front,v1:building_097,consistent,True
gemini,True,back,v1:building_097,consistent,True
openai,True,front,v1:building_098,consistent,True
openai,True,back,v1:building_098,consistent,True
openai,True,above,v1:building_098,consistent,True
openai,True,centered,v1:building_098,consistent,True
openai,True,symmetric,v1:building_098,consistent,True
openai,True,along,v1:building_098,consistent,True
claude,True,front,v1:building_098,consistent,True
claude,True,above,v1:building_098,consistent,True
claude,True,symmetric,v1:building_098,consistent,True
claude,True,along,v1:building_098,consistent,True
gemini,True,symmetric,v1:building_098,dropped,False
openai,True,centered,v1:building_099,consistent,True
openai,True,symmetric,v1:building_099,consistent,True
openai,True,along,v1:building_099,consistent,True
openai,True,around,v1:building_099,consistent,True
claude,True,symmetric,v1:building_099,consistent,True
claude,True,around,v1:building_099,consistent,True
openai,True,left,v4:building_000,consistent,True
openai,True,right,v4:building_000,consistent,True
openai,True,above,v4:building_000,consistent,True
openai,True,centered,v4:building_000,consistent,True
openai,True,symmetric,v4:building_000,consistent,True
openai,True,outside,v4:building_000,consistent,True
openai,True,along,v4:building_000,consistent,True
openai,True,around,v4:building_000,consistent,True
claude,True,symmetric,v4:building_000,consistent,True
claude,True,along,v4:building_000,consistent,True
claude,True,around,v4:building_000,consistent,True
openai,True,front,v4:building_001,consistent,True
openai,True,back,v4:building_001,consistent,True
openai,True,above,v4:building_001,consistent,True
openai,True,centered,v4:building_001,consistent,True
openai,True,along,v4:building_001,consistent,True
openai,True,around,v4:building_001,consistent,True
claude,True,above,v4:building_001,consistent,True
claude,True,along,v4:building_001,consistent,True
claude,True,around,v4:building_001,consistent,True
claude,True,north,v4:building_001,consistent,True
claude,True,south,v4:building_001,consistent,True
claude,True,east,v4:building_001,consistent,True
claude,True,west,v4:building_001,consistent,True
gemini,True,centered,v4:building_001,consistent,True
gemini,True,symmetric,v4:building_001,consistent,True
gemini,True,around,v4:building_001,consistent,True
openai,True,centered,v4:building_002,consistent,True
openai,True,inside,v4:building_002,consistent,True
openai,True,around,v4:building_002,consistent,True
claude,True,symmetric,v4:building_002,consistent,True
gemini,True,inside,v4:building_002,consistent,True
openai,True,above,v4:building_003,consistent,True
openai,True,centered,v4:building_003,consistent,True
openai,True,along,v4:building_003,consistent,True
openai,True,around,v4:building_003,consistent,True
claude,True,outside,v4:building_003,consistent,True
claude,True,around,v4:building_003,consistent,True
openai,True,above,v4:building_004,consistent,True
openai,True,symmetric,v4:building_004,consistent,True
openai,True,inside,v4:building_004,consistent,True
openai,True,along,v4:building_004,consistent,True
openai,True,around,v4:building_004,consistent,True
claude,True,symmetric,v4:building_004,consistent,True
gemini,True,symmetric,v4:building_004,consistent,True
gemini,True,inside,v4:building_004,consistent,True
openai,True,front,v4:building_005,consistent,True
openai,True,back,v4:building_005,consistent,True
openai,True,centered,v4:building_005,consistent,True
openai,True,symmetric,v4:building_005,consistent,True
openai,True,along,v4:building_005,consistent,True
openai,True,around,v4:building_005,consistent,True
claude,True,below,v4:building_005,consistent,True
claude,True,along,v4:building_005,consistent,True
claude,True,around,v4:building_005,consistent,True
claude,True,north,v4:building_005,consistent,True
claude,True,south,v4:building_005,consistent,True
gemini,True,symmetric,v4:building_005,consistent,True
openai,True,above,v4:building_006,consistent,True
openai,True,symmetric,v4:building_006,consistent,True
openai,True,along,v4:building_006,consistent,True
openai,True,around,v4:building_006,consistent,True
claude,True,front,v4:building_006,consistent,True
claude,True,symmetric,v4:building_006,consistent,True
claude,True,around,v4:building_006,consistent,True
gemini,True,symmetric,v4:building_006,consistent,True
gemini,True,along,v4:building_006,consistent,True
gemini,True,around,v4:building_006,consistent,True
openai,True,left,v4:building_007,consistent,True
openai,True,right,v4:building_007,consistent,True
openai,True,above,v4:building_007,consistent,True
openai,True,along,v4:building_007,consistent,True
openai,True,around,v4:building_007,consistent,True
claude,True,left,v4:building_007,consistent,True
claude,True,right,v4:building_007,consistent,True
claude,True,front,v4:building_007,consistent,True
claude,True,symmetric,v4:building_007,consistent,True
gemini,True,front,v4:building_007,consistent,True
openai,True,left,v4:building_008,consistent,True
openai,True,right,v4:building_008,consistent,True
openai,True,above,v4:building_008,consistent,True
openai,True,symmetric,v4:building_008,consistent,True
openai,True,along,v4:building_008,consistent,True
openai,True,around,v4:building_008,consistent,True
claude,True,left,v4:building_008,consistent,True
claude,True,right,v4:building_008,consistent,True
claude,True,above,v4:building_008,consistent,True
claude,True,centered,v4:building_008,consistent,True
claude,True,symmetric,v4:building_008,consistent,True
claude,True,around,v4:building_008,consistent,True
gemini,True,left,v4:building_008,consistent,True
gemini,True,right,v4:building_008,consistent,True
gemini,True,front,v4:building_008,consistent,True
gemini,True,symmetric,v4:building_008,consistent,True
gemini,True,around,v4:building_008,consistent,True
openai,True,centered,v4:building_009,consistent,True
openai,True,along,v4:building_009,consistent,True
openai,True,around,v4:building_009,consistent,True
openai,True,east,v4:building_009,consistent,True
claude,True,below,v4:building_009,consistent,True
claude,True,centered,v4:building_009,consistent,True
claude,True,along,v4:building_009,consistent,True
claude,True,east,v4:building_009,consistent,True
claude,True,west,v4:building_009,consistent,True
gemini,True,left,v4:building_009,consistent,True
gemini,True,right,v4:building_009,consistent,True
gemini,True,symmetric,v4:building_009,consistent,True
gemini,True,along,v4:building_009,consistent,True
openai,True,symmetric,v4:building_010,consistent,True
openai,True,along,v4:building_010,consistent,True
openai,True,around,v4:building_010,consistent,True
claude,True,left,v4:building_010,consistent,True
claude,True,symmetric,v4:building_010,consistent,True
gemini,True,symmetric,v4:building_010,consistent,True
openai,True,along,v4:building_011,consistent,True
openai,True,around,v4:building_011,consistent,True
claude,True,left,v4:building_011,consistent,True
claude,True,right,v4:building_011,consistent,True
claude,True,symmetric,v4:building_011,consistent,True
claude,True,around,v4:building_011,consistent,True
gemini,True,symmetric,v4:building_011,consistent,True
gemini,True,along,v4:building_011,consistent,True
openai,True,above,v4:building_012,consistent,True
openai,True,centered,v4:building_012,consistent,True
openai,True,inside,v4:building_012,consistent,True
openai,True,around,v4:building_012,consistent,True
claude,True,front,v4:building_012,consistent,True
claude,True,symmetric,v4:building_012,consistent,True
claude,True,along,v4:building_012,consistent,True
claude,True,around,v4:building_012,consistent,True
gemini,True,symmetric,v4:building_012,consistent,True
gemini,True,around,v4:building_012,consistent,True
openai,True,left,v4:building_013,consistent,True
openai,True,right,v4:building_013,consistent,True
openai,True,front,v4:building_013,consistent,True
openai,True,above,v4:building_013,consistent,True
openai,True,centered,v4:building_013,consistent,True
openai,True,symmetric,v4:building_013,consistent,True
openai,True,inside,v4:building_013,consistent,True
openai,True,along,v4:building_013,consistent,True
openai,True,around,v4:building_013,consistent,True
claude,True,left,v4:building_013,consistent,True
claude,True,right,v4:building_013,consistent,True
claude,True,front,v4:building_013,consistent,True
gemini,True,front,v4:building_013,consistent,True
gemini,True,back,v4:building_013,consistent,True
gemini,True,symmetric,v4:building_013,consistent,True
openai,True,front,v4:building_014,consistent,True
openai,True,back,v4:building_014,consistent,True
openai,True,symmetric,v4:building_014,consistent,True
openai,True,inside,v4:building_014,consistent,True
openai,True,outside,v4:building_014,consistent,True
openai,True,along,v4:building_014,consistent,True
openai,True,around,v4:building_014,consistent,True
claude,True,symmetric,v4:building_014,consistent,True
claude,True,along,v4:building_014,consistent,True
claude,True,around,v4:building_014,consistent,True
gemini,True,symmetric,v4:building_014,consistent,True
openai,True,left,v4:building_015,consistent,True
openai,True,front,v4:building_015,consistent,True
openai,True,back,v4:building_015,consistent,True
openai,True,above,v4:building_015,consistent,True
openai,True,centered,v4:building_015,consistent,True
openai,True,symmetric,v4:building_015,consistent,True
openai,True,along,v4:building_015,consistent,True
openai,True,around,v4:building_015,consistent,True
claude,True,along,v4:building_015,consistent,True
claude,True,around,v4:building_015,consistent,True
gemini,True,front,v4:building_015,consistent,True
gemini,True,symmetric,v4:building_015,consistent,True
gemini,True,outside,v4:building_015,consistent,True
gemini,True,along,v4:building_015,consistent,True
openai,True,front,v4:building_016,consistent,True
openai,True,back,v4:building_016,consistent,True
openai,True,symmetric,v4:building_016,consistent,True
openai,True,along,v4:building_016,consistent,True
openai,True,around,v4:building_016,consistent,True
openai,True,north,v4:building_016,consistent,True
openai,True,south,v4:building_016,consistent,True
openai,True,east,v4:building_016,consistent,True
openai,True,west,v4:building_016,consistent,True
claude,True,left,v4:building_016,consistent,True
claude,True,right,v4:building_016,consistent,True
claude,True,along,v4:building_016,consistent,True
gemini,True,symmetric,v4:building_016,consistent,True
openai,True,left,v4:building_017,consistent,True
openai,True,right,v4:building_017,consistent,True
openai,True,front,v4:building_017,consistent,True
openai,True,above,v4:building_017,consistent,True
openai,True,symmetric,v4:building_017,consistent,True
openai,True,along,v4:building_017,consistent,True
claude,True,above,v4:building_017,consistent,True
claude,True,centered,v4:building_017,consistent,True
claude,True,symmetric,v4:building_017,consistent,True
claude,True,along,v4:building_017,consistent,True
claude,True,around,v4:building_017,consistent,True
gemini,True,back,v4:building_017,consistent,True
gemini,True,symmetric,v4:building_017,consistent,True
openai,True,above,v4:building_018,consistent,True
openai,True,centered,v4:building_018,consistent,True
openai,True,symmetric,v4:building_018,consistent,True
openai,True,along,v4:building_018,consistent,True
openai,True,around,v4:building_018,consistent,True
claude,True,above,v4:building_018,consistent,True
claude,True,along,v4:building_018,consistent,True
claude,True,around,v4:building_018,consistent,True
claude,True,north,v4:building_018,consistent,True
claude,True,south,v4:building_018,consistent,True
gemini,True,along,v4:building_018,consistent,True
openai,True,centered,v4:building_019,consistent,True
openai,True,symmetric,v4:building_019,consistent,True
openai,True,inside,v4:building_019,consistent,True
openai,True,outside,v4:building_019,consistent,True
openai,True,along,v4:building_019,consistent,True
openai,True,around,v4:building_019,consistent,True
claude,True,left,v4:building_019,consistent,True
claude,True,right,v4:building_019,consistent,True
claude,True,symmetric,v4:building_019,consistent,True
gemini,True,front,v4:building_019,consistent,True
gemini,True,back,v4:building_019,consistent,True
gemini,True,adjacent,v4:building_019,consistent,True
gemini,True,symmetric,v4:building_019,consistent,True
