ambiguous_context_marker,description_model,field_path,scene_id,source_found,status,value
estimate,gemini,dimensions_estimate.width,v1:building_047,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_047,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_047,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_048,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_048,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_048,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_048,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_048,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_048,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_048,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_048,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_048,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_048,True,consistent_copied_value,12
,gemini,dimensions_estimate.depth,v1:building_048,True,consistent_copied_value,9
,gemini,dimensions_estimate.height,v1:building_048,True,consistent_copied_value,10
estimate,openai,shape.floors_estimate,v1:building_049,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_049,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_049,True,consistent_copied_value,5
,openai,dimensions_estimate.height,v1:building_049,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_049,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_049,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_049,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_049,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_049,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_049,True,consistent_copied_value,7
,gemini,dimensions_estimate.depth,v1:building_049,True,consistent_copied_value,13
,gemini,dimensions_estimate.height,v1:building_049,True,consistent_copied_value,11
estimate,openai,shape.floors_estimate,v1:building_050,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_050,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_050,True,consistent_copied_value,23
,openai,dimensions_estimate.height,v1:building_050,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_050,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_050,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_050,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_050,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_050,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_050,True,consistent_copied_value,11
,gemini,dimensions_estimate.depth,v1:building_050,True,consistent_copied_value,21
,gemini,dimensions_estimate.height,v1:building_050,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_051,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_051,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_051,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_051,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_051,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_051,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_051,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_051,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_051,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_051,True,consistent_copied_value,16
,gemini,dimensions_estimate.depth,v1:building_051,True,consistent_copied_value,19
,gemini,dimensions_estimate.height,v1:building_051,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_052,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_052,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_052,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_052,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_052,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_052,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_052,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_052,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_052,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_052,True,consistent_copied_value,16
,gemini,dimensions_estimate.depth,v1:building_052,True,consistent_copied_value,19
estimate,gemini,dimensions_estimate.height,v1:building_052,True,consistent_copied_value,6
estimate,openai,shape.floors_estimate,v1:building_053,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_053,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_053,True,consistent_copied_value,15
,openai,dimensions_estimate.height,v1:building_053,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_053,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_053,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_053,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_053,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_053,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_053,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_053,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_053,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_054,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_054,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_054,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_054,True,consistent_copied_value,9
estimate,claude,shape.floors_estimate,v1:building_054,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_054,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_054,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_054,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_054,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_054,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_054,True,consistent_copied_value,12
,gemini,dimensions_estimate.height,v1:building_054,True,consistent_copied_value,13
estimate,openai,shape.floors_estimate,v1:building_055,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_055,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_055,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_055,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_055,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_055,True,consistent_copied_value,12
estimate,claude,dimensions_estimate.depth,v1:building_055,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_055,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_055,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_055,True,consistent_copied_value,17
,gemini,dimensions_estimate.depth,v1:building_055,True,consistent_copied_value,13
,gemini,dimensions_estimate.height,v1:building_055,True,consistent_copied_value,12
estimate,openai,shape.floors_estimate,v1:building_056,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_056,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_056,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_056,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_056,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_056,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_056,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_056,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_056,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_056,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_056,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_056,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_057,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_057,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_057,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_057,True,consistent_copied_value,8
,claude,shape.floors_estimate,v1:building_057,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_057,True,consistent_copied_value,6
estimate,claude,dimensions_estimate.depth,v1:building_057,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_057,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_057,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_057,True,consistent_copied_value,8
,gemini,dimensions_estimate.depth,v1:building_057,True,consistent_copied_value,6
estimate,gemini,dimensions_estimate.height,v1:building_057,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_058,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_058,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_058,True,consistent_copied_value,21
,openai,dimensions_estimate.height,v1:building_058,True,consistent_copied_value,9
estimate,claude,shape.floors_estimate,v1:building_058,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_058,True,consistent_copied_value,12
estimate,claude,dimensions_estimate.depth,v1:building_058,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_058,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_058,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_058,True,consistent_copied_value,14
,gemini,dimensions_estimate.depth,v1:building_058,True,consistent_copied_value,20
,gemini,dimensions_estimate.height,v1:building_058,True,consistent_copied_value,13
estimate,openai,shape.floors_estimate,v1:building_059,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_059,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_059,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_059,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_059,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_059,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_059,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_059,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_059,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_059,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_059,True,consistent_copied_value,16
,gemini,dimensions_estimate.height,v1:building_059,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_060,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_060,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_060,True,consistent_copied_value,15
,openai,dimensions_estimate.height,v1:building_060,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_060,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_060,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_060,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_060,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_060,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_060,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_060,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_060,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_061,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_061,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_061,True,consistent_copied_value,7
,openai,dimensions_estimate.height,v1:building_061,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_061,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_061,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_061,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_061,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_061,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_061,True,consistent_copied_value,11
,gemini,dimensions_estimate.depth,v1:building_061,True,consistent_copied_value,7
,gemini,dimensions_estimate.height,v1:building_061,True,consistent_copied_value,6
estimate,openai,shape.floors_estimate,v1:building_062,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_062,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_062,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_062,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_062,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_062,True,consistent_copied_value,14
,claude,dimensions_estimate.depth,v1:building_062,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_062,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_062,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_062,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_062,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_062,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_063,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_063,True,consistent_copied_value,12
,openai,dimensions_estimate.depth,v1:building_063,True,consistent_copied_value,10
,openai,dimensions_estimate.height,v1:building_063,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_063,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_063,True,consistent_copied_value,12
estimate,claude,dimensions_estimate.depth,v1:building_063,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_063,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_063,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_063,True,consistent_copied_value,20
,gemini,dimensions_estimate.depth,v1:building_063,True,consistent_copied_value,16
,gemini,dimensions_estimate.height,v1:building_063,True,consistent_copied_value,11
estimate,openai,shape.floors_estimate,v1:building_064,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_064,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_064,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_064,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_064,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_064,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_064,True,consistent_copied_value,16
,claude,dimensions_estimate.height,v1:building_064,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_064,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_064,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_064,True,consistent_copied_value,19
,gemini,dimensions_estimate.height,v1:building_064,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_065,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_065,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_065,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_065,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_065,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_065,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_065,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_065,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_065,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_065,True,consistent_copied_value,11
,gemini,dimensions_estimate.depth,v1:building_065,True,consistent_copied_value,17
,gemini,dimensions_estimate.height,v1:building_065,True,consistent_copied_value,8
estimate,openai,shape.floors_estimate,v1:building_066,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_066,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_066,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_066,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_066,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_066,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_066,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_066,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_066,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_066,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_066,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_066,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_067,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_067,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_067,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_067,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_067,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_067,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_067,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_067,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_067,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_067,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_067,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_067,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_068,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_068,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_068,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_068,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_068,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_068,True,consistent_copied_value,14
,claude,dimensions_estimate.depth,v1:building_068,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_068,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_068,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_068,True,consistent_copied_value,15
,gemini,dimensions_estimate.depth,v1:building_068,True,consistent_copied_value,18
,gemini,dimensions_estimate.height,v1:building_068,True,consistent_copied_value,6
estimate,openai,shape.floors_estimate,v1:building_069,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_069,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_069,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_069,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_069,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_069,True,consistent_copied_value,9
estimate,claude,dimensions_estimate.depth,v1:building_069,True,consistent_copied_value,9
,claude,dimensions_estimate.height,v1:building_069,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_069,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_069,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.depth,v1:building_069,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.height,v1:building_069,True,consistent_copied_value,1
estimate,openai,shape.floors_estimate,v1:building_070,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_070,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_070,True,consistent_copied_value,7
,openai,dimensions_estimate.height,v1:building_070,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_070,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_070,True,consistent_copied_value,12
estimate,claude,dimensions_estimate.depth,v1:building_070,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_070,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_070,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_070,True,consistent_copied_value,17
,gemini,dimensions_estimate.depth,v1:building_070,True,consistent_copied_value,11
,gemini,dimensions_estimate.height,v1:building_070,True,consistent_copied_value,11
estimate,openai,shape.floors_estimate,v1:building_071,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_071,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_071,True,consistent_copied_value,13
,openai,dimensions_estimate.height,v1:building_071,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_071,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_071,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_071,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_071,True,consistent_copied_value,5
estimate,gemini,shape.floors_estimate,v1:building_071,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_071,True,consistent_copied_value,14
,gemini,dimensions_estimate.depth,v1:building_071,True,consistent_copied_value,18
,gemini,dimensions_estimate.height,v1:building_071,True,consistent_copied_value,6
estimate,openai,shape.floors_estimate,v1:building_072,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_072,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_072,True,consistent_copied_value,19
,openai,dimensions_estimate.height,v1:building_072,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_072,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_072,True,consistent_copied_value,10
,claude,dimensions_estimate.depth,v1:building_072,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_072,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_072,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_072,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_072,True,consistent_copied_value,16
,gemini,dimensions_estimate.height,v1:building_072,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_073,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_073,True,consistent_copied_value,9
,openai,dimensions_estimate.depth,v1:building_073,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_073,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_073,True,consistent_copied_value,3
estimate,claude,dimensions_estimate.width,v1:building_073,True,consistent_copied_value,8
estimate,claude,dimensions_estimate.depth,v1:building_073,True,consistent_copied_value,8
,claude,dimensions_estimate.height,v1:building_073,True,consistent_copied_value,10
estimate,gemini,shape.floors_estimate,v1:building_073,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_073,True,consistent_copied_value,9
,gemini,dimensions_estimate.depth,v1:building_073,True,consistent_copied_value,15
,gemini,dimensions_estimate.height,v1:building_073,True,consistent_copied_value,14
estimate,openai,shape.floors_estimate,v1:building_074,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_074,True,consistent_copied_value,11
estimate,openai,dimensions_estimate.depth,v1:building_074,True,consistent_copied_value,11
,openai,dimensions_estimate.height,v1:building_074,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_074,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_074,True,consistent_copied_value,12
estimate,claude,dimensions_estimate.depth,v1:building_074,True,consistent_copied_value,12
,claude,dimensions_estimate.height,v1:building_074,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_074,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_074,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_074,True,consistent_copied_value,9
,gemini,dimensions_estimate.height,v1:building_074,True,consistent_copied_value,10
estimate,openai,shape.floors_estimate,v1:building_075,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_075,True,consistent_copied_value,7
,openai,dimensions_estimate.depth,v1:building_075,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_075,True,consistent_copied_value,6
estimate,claude,shape.floors_estimate,v1:building_075,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_075,True,consistent_copied_value,8
,claude,dimensions_estimate.depth,v1:building_075,True,consistent_copied_value,6
,claude,dimensions_estimate.height,v1:building_075,True,consistent_copied_value,7
estimate,gemini,shape.floors_estimate,v1:building_075,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_075,True,consistent_copied_value,11
,gemini,dimensions_estimate.depth,v1:building_075,True,consistent_copied_value,17
,gemini,dimensions_estimate.height,v1:building_075,True,consistent_copied_value,9
estimate,openai,shape.floors_estimate,v1:building_076,True,consistent_copied_value,1
estimate,openai,dimensions_estimate.width,v1:building_076,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_076,True,consistent_copied_value,17
,openai,dimensions_estimate.height,v1:building_076,True,consistent_copied_value,5
estimate,claude,shape.floors_estimate,v1:building_076,True,consistent_copied_value,1
estimate,claude,dimensions_estimate.width,v1:building_076,True,consistent_copied_value,12
,claude,dimensions_estimate.depth,v1:building_076,True,consistent_copied_value,16
,claude,dimensions_estimate.height,v1:building_076,True,consistent_copied_value,6
estimate,gemini,shape.floors_estimate,v1:building_076,True,consistent_copied_value,1
estimate,gemini,dimensions_estimate.width,v1:building_076,True,consistent_copied_value,17
,gemini,dimensions_estimate.depth,v1:building_076,True,consistent_copied_value,13
estimate,gemini,dimensions_estimate.height,v1:building_076,True,consistent_copied_value,7
estimate,openai,shape.floors_estimate,v1:building_077,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_077,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_077,True,consistent_copied_value,7
,openai,dimensions_estimate.height,v1:building_077,True,consistent_copied_value,8
estimate,claude,shape.floors_estimate,v1:building_077,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_077,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_077,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_077,True,consistent_copied_value,9
estimate,gemini,shape.floors_estimate,v1:building_077,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_077,True,consistent_copied_value,18
estimate,gemini,dimensions_estimate.depth,v1:building_077,True,consistent_copied_value,18
,gemini,dimensions_estimate.height,v1:building_077,True,consistent_copied_value,13
estimate,openai,shape.floors_estimate,v1:building_078,True,consistent_copied_value,2
estimate,openai,dimensions_estimate.width,v1:building_078,True,consistent_copied_value,11
,openai,dimensions_estimate.depth,v1:building_078,True,consistent_copied_value,9
,openai,dimensions_estimate.height,v1:building_078,True,consistent_copied_value,7
estimate,claude,shape.floors_estimate,v1:building_078,True,consistent_copied_value,2
estimate,claude,dimensions_estimate.width,v1:building_078,True,consistent_copied_value,10
estimate,claude,dimensions_estimate.depth,v1:building_078,True,consistent_copied_value,10
,claude,dimensions_estimate.height,v1:building_078,True,consistent_copied_value,8
estimate,gemini,shape.floors_estimate,v1:building_078,True,consistent_copied_value,2
estimate,gemini,dimensions_estimate.width,v1:building_078,True,consistent_copied_value,13
,gemini,dimensions_estimate.depth,v1:building_078,True,consistent_copied_value,9
,gemini,dimensions_estimate.height,v1:building_078,True,consistent_copied_value,11
estimate,openai,shape.floors_estimate,v1:building_079,True,consistent_copied_value,1
