building_id,description_model,field_path,provenance_type,scene_id,source_end,source_span,source_start,structured_value,validation_status
building_056,openai,elements,explicit_text,v1:building_056,1977,"[
    ""continuous horizontal band of windows on long sides (3-4 panes each side)"",
    ""corner vertical stone/brick columns"",
    ""continuous white smooth band between brick and sandstone"",
    ""raised inner brick roof recessed from coping"",
    ""outer low white curb/planter surrounding building on ground""
  ]",1666,"[""continuous horizontal band of windows on long sides (3-4 panes each side)"", ""corner vertical stone/brick columns"", ""continuous white smooth band between brick and sandstone"", ""raised inner brick roof recessed from coping"", ""outer low white curb/planter surrounding building on ground""]",tracked
building_056,openai,rebuild_hints,explicit_text,v1:building_056,2645,"[
    ""Create a rectangular footprint roughly 11 x 19 blocks. Raise walls ~5 blocks tall then add a 1-block thick brick roof recessed by one block from stone slab coping."",
    ""Wall layering from bottom: 1-2 rows of wood planks, ~2 rows of sandstone with evenly spaced 1x2 horizontal glass windows, 1 row of smooth white blocks, 1 row of brick, then stone slab coping around roof edge."",
    ""Place stonebrick/chiseled-style vertical corner blocks 2-3 blocks tall at each corner interrupting the white band and sandstone layers."",
    ""Surround the base with a 1-block-high white curb offset by one block from the wall (visible as a border).""
  ]",1998,"[""Create a rectangular footprint roughly 11 x 19 blocks. Raise walls ~5 blocks tall then add a 1-block thick brick roof recessed by one block from stone slab coping."", ""Wall layering from bottom: 1-2 rows of wood planks, ~2 rows of sandstone with evenly spaced 1x2 horizontal glass windows, 1 row of smooth white blocks, 1 row of brick, then stone slab coping around roof edge."", ""Place stonebrick/chiseled-style vertical corner blocks 2-3 blocks tall at each corner interrupting the white band and sandstone layers."", ""Surround the base with a 1-block-high white curb offset by one block from the wall (visible as a border).""]",tracked
building_056,openai,uncertainties,explicit_text,v1:building_056,3197,"[
    ""Exact block types for the white band and curb (appears to be smooth quartz but could be another white smooth block)."",
    ""Lower base material: looks like wooden planks but could be a different brown wood variant."",
    ""Corner blocks: appear darker stone (stonebrick or polished andesite/diorite); identification not certain."",
    ""Internal height and any interior partitions are not visible."",
    ""Precise footprint dimensions: estimated from visible window spacing and top-down view; could be off by a few blocks.""
  ]",2666,"[""Exact block types for the white band and curb (appears to be smooth quartz but could be another white smooth block)."", ""Lower base material: looks like wooden planks but could be a different brown wood variant."", ""Corner blocks: appear darker stone (stonebrick or polished andesite/diorite); identification not certain."", ""Internal height and any interior partitions are not visible."", ""Precise footprint dimensions: estimated from visible window spacing and top-down view; could be off by a few blocks.""]",tracked
building_056,claude,summary,explicit_text,v1:building_056,362,"A rectangular single-story bunker or storage structure with a flat roof. The building features a brick upper section, concrete/stone middle band, and a yellow/tan stone lower wall. Four evenly-spaced window openings with dark frames are visible on the front face. The structure sits on a concrete foundation platform surrounded by dirt and grass.",16,"""A rectangular single-story bunker or storage structure with a flat roof. The building features a brick upper section, concrete/stone middle band, and a yellow/tan stone lower wall. Four evenly-spaced window openings with dark frames are visible on the front face. The structure sits on a concrete foundation platform surrounded by dirt and grass.""",tracked
building_056,claude,building_type,explicit_text,v1:building_056,411,bunker or storage facility,385,"""bunker or storage facility""",tracked
building_056,claude,shape.overall_form,explicit_text,v1:building_056,478,rectangular box with flat roof,448,"""rectangular box with flat roof""",tracked
building_056,claude,shape.footprint_hint,explicit_text,v1:building_056,513,rectangle,504,"""rectangle""",tracked
building_056,claude,shape.symmetry,explicit_text,v1:building_056,569,bilateral symmetry along length axis,533,"""bilateral symmetry along length axis""",tracked
building_056,claude,shape.floors_estimate,copied_numeric_value,v1:building_056,596,1,595,1,tracked
building_056,claude,shape.roof_type,explicit_text,v1:building_056,82,flat,78,"""flat""",tracked
building_056,claude,dimensions_estimate.width,copied_numeric_value,v1:building_056,669,12,667,12,tracked
building_056,claude,dimensions_estimate.depth,copied_numeric_value,v1:building_056,685,8,684,8,tracked
building_056,claude,dimensions_estimate.height,copied_numeric_value,v1:building_056,702,5,701,5,tracked
building_056,claude,materials,copied_material_name,v1:building_056,1244,"[
    {
      ""name"": ""brick"",
      ""role"": ""upper wall and roof trim"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""stonebrick"",
      ""role"": ""middle band and foundation"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""stone"",
      ""role"": ""lower wall and corner reinforcement"",
      ""confidence"": 0.8
    },
    {
      ""name"": ""glass"",
      ""role"": ""window panes"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""concrete"",
      ""role"": ""foundation platform"",
      ""confidence"": 0.75
    }
  ]",723,"[{""name"": ""brick"", ""role"": ""upper wall and roof trim"", ""confidence"": 0.95}, {""name"": ""stonebrick"", ""role"": ""middle band and foundation"", ""confidence"": 0.85}, {""name"": ""stone"", ""role"": ""lower wall and corner reinforcement"", ""confidence"": 0.8}, {""name"": ""glass"", ""role"": ""window panes"", ""confidence"": 0.9}, {""name"": ""concrete"", ""role"": ""foundation platform"", ""confidence"": 0.75}]",tracked
building_056,claude,elements,explicit_text,v1:building_056,1514,"[
    ""four rectangular windows with dark frames"",
    ""flat roof with brick coping"",
    ""concrete foundation platform"",
    ""horizontal stone/concrete band at mid-height"",
    ""yellow/tan stone lower wall section"",
    ""corner stone reinforcements""
  ]",1260,"[""four rectangular windows with dark frames"", ""flat roof with brick coping"", ""concrete foundation platform"", ""horizontal stone/concrete band at mid-height"", ""yellow/tan stone lower wall section"", ""corner stone reinforcements""]",tracked
building_056,claude,rebuild_hints,explicit_text,v1:building_056,2135,"[
    ""Build rectangular foundation platform first using concrete blocks"",
    ""Construct lower wall using yellow/tan stone blocks (approximately 2 blocks high)"",
    ""Add horizontal concrete/stone band as middle trim layer"",
    ""Build upper walls using brick blocks"",
    ""Place four evenly-spaced window frames (approximately 2 blocks wide × 2 blocks tall each) with dark glass panes"",
    ""Create flat roof using brick blocks with stone coping trim"",
    ""Ensure symmetrical window placement along the length of the structure"",
    ""Add corner stone pillar reinforcements at all four corners""
  ]",1535,"[""Build rectangular foundation platform first using concrete blocks"", ""Construct lower wall using yellow/tan stone blocks (approximately 2 blocks high)"", ""Add horizontal concrete/stone band as middle trim layer"", ""Build upper walls using brick blocks"", ""Place four evenly-spaced window frames (approximately 2 blocks wide × 2 blocks tall each) with dark glass panes"", ""Create flat roof using brick blocks with stone coping trim"", ""Ensure symmetrical window placement along the length of the structure"", ""Add corner stone pillar reinforcements at all four corners""]",tracked
building_056,claude,uncertainties,explicit_text,v1:building_056,2559,"[
    ""Exact interior layout and floor plan not visible"",
    ""Precise block count and dimensions estimated from visual perspective"",
    ""Roof interior structure (solid vs. hollow) cannot be determined"",
    ""Exact stone variant (sandstone vs. stone bricks) for lower wall unclear"",
    ""Door/entrance location not visible in provided views"",
    ""Depth dimension estimated; may vary by 1-2 blocks""
  ]",2156,"[""Exact interior layout and floor plan not visible"", ""Precise block count and dimensions estimated from visual perspective"", ""Roof interior structure (solid vs. hollow) cannot be determined"", ""Exact stone variant (sandstone vs. stone bricks) for lower wall unclear"", ""Door/entrance location not visible in provided views"", ""Depth dimension estimated; may vary by 1-2 blocks""]",tracked
building_056,gemini,summary,explicit_text,v1:building_056,-1,,-1,"""""",untracked
building_056,gemini,building_type,explicit_text,v1:building_056,190,unknown,183,"""unknown""",tracked
building_056,gemini,shape.overall_form,explicit_text,v1:building_056,190,unknown,183,"""unknown""",tracked
building_056,gemini,shape.footprint_hint,explicit_text,v1:building_056,190,unknown,183,"""unknown""",tracked
building_056,gemini,shape.symmetry,explicit_text,v1:building_056,190,unknown,183,"""unknown""",tracked
building_056,gemini,shape.floors_estimate,copied_numeric_value,v1:building_056,121,1,120,1,tracked
building_056,gemini,shape.roof_type,explicit_text,v1:building_056,190,unknown,183,"""unknown""",tracked
building_056,gemini,dimensions_estimate.width,copied_numeric_value,v1:building_056,121,1,120,1,tracked
building_056,gemini,dimensions_estimate.depth,copied_numeric_value,v1:building_056,121,1,120,1,tracked
building_056,gemini,dimensions_estimate.height,copied_numeric_value,v1:building_056,121,1,120,1,tracked
building_056,gemini,materials,copied_material_name,v1:building_056,452,[],450,[],tracked
building_056,gemini,elements,explicit_text,v1:building_056,452,[],450,[],tracked
building_056,gemini,rebuild_hints,explicit_text,v1:building_056,452,[],450,[],tracked
building_056,gemini,uncertainties,explicit_text,v1:building_056,452,[],450,[],tracked
building_057,openai,summary,explicit_text,v1:building_057,395,"A small two-story rectangular building with stone-textured walls, a cobblestone foundation/basement perimeter, evenly spaced horizontal windows on both floors, a dark (nether-brick-like) flat roof inset and bordered by light stone slabs. Surrounded by a shallow dug plot of dirt. Entrance appears on one short side with a recessed doorway and glow (possibly glowstone) beside it.",16,"""A small two-story rectangular building with stone-textured walls, a cobblestone foundation/basement perimeter, evenly spaced horizontal windows on both floors, a dark (nether-brick-like) flat roof inset and bordered by light stone slabs. Surrounded by a shallow dug plot of dirt. Entrance appears on one short side with a recessed doorway and glow (possibly glowstone) beside it.""",tracked
building_057,openai,building_type,explicit_text,v1:building_057,445,small house / simple office,418,"""small house / simple office""",tracked
building_057,openai,shape.overall_form,explicit_text,v1:building_057,557,"simple rectangular prism, two full floors stacked with a raised roof border",482,"""simple rectangular prism, two full floors stacked with a raised roof border""",tracked
building_057,openai,shape.footprint_hint,explicit_text,v1:building_057,592,rectangle,583,"""rectangle""",tracked
building_057,openai,shape.symmetry,explicit_text,v1:building_057,724,"bilaterally symmetrical on the visible facades (windows and courses aligned), likely symmetric on opposite sides",612,"""bilaterally symmetrical on the visible facades (windows and courses aligned), likely symmetric on opposite sides""",tracked
building_057,openai,shape.floors_estimate,copied_numeric_value,v1:building_057,751,2,750,2,tracked
building_057,openai,shape.roof_type,explicit_text,v1:building_057,207,flat,203,"""flat""",tracked
building_057,openai,dimensions_estimate.width,copied_numeric_value,v1:building_057,823,9,822,9,tracked
building_057,openai,dimensions_estimate.depth,copied_numeric_value,v1:building_057,840,13,838,13,tracked
building_057,openai,dimensions_estimate.height,copied_numeric_value,v1:building_057,857,8,856,8,tracked
building_057,openai,materials,copied_material_name,v1:building_057,1612,"[
    {
      ""name"": ""stonebrick"",
      ""role"": ""primary wall (stone brick blocks and stone brick stairs used for window sills)"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""cobblestone"",
      ""role"": ""foundation / low wall perimeter"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""netherbrick"",
      ""role"": ""roof center/top band (dark red strip)"",
      ""confidence"": 0.8
    },
    {
      ""name"": ""slab_stone"",
      ""role"": ""roof border / coping (light grey slabs around top edge)"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""glowstone"",
      ""role"": ""possible light at entrance"",
      ""confidence"": 0.4
    }
  ]",878,"[{""name"": ""stonebrick"", ""role"": ""primary wall (stone brick blocks and stone brick stairs used for window sills)"", ""confidence"": 0.9}, {""name"": ""cobblestone"", ""role"": ""foundation / low wall perimeter"", ""confidence"": 0.95}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 1.0}, {""name"": ""netherbrick"", ""role"": ""roof center/top band (dark red strip)"", ""confidence"": 0.8}, {""name"": ""slab_stone"", ""role"": ""roof border / coping (light grey slabs around top edge)"", ""confidence"": 0.85}, {""name"": ""glowstone"", ""role"": ""possible light at entrance"", ""confidence"": 0.4}]",tracked
building_057,openai,elements,explicit_text,v1:building_057,2002,"[
    ""rows of 3 windows on each visible short facade per floor (aligned horizontally)"",
    ""cobblestone perimeter one block high extending around base"",
    ""stonebrick decorative band (course of cobblestone or chiseled texture) between floors"",
    ""recessed entrance on one short side with light block beside it"",
    ""flat dark inset roof surrounded by light slabs""
  ]",1628,"[""rows of 3 windows on each visible short facade per floor (aligned horizontally)"", ""cobblestone perimeter one block high extending around base"", ""stonebrick decorative band (course of cobblestone or chiseled texture) between floors"", ""recessed entrance on one short side with light block beside it"", ""flat dark inset roof surrounded by light slabs""]",tracked
building_057,openai,rebuild_hints,explicit_text,v1:building_057,2923,"[
    ""Footprint: rectangular; the visible top-down shots show a centered rectangle roof inset inside a 1-block slab border, place cobblestone perimeter 1 block below wall base."",
    ""Walls: build two stories of stonebrick (approx 4 blocks tall per floor including window course) with a decorative horizontal cobblestone or chiseled-stone course between floors and stonebrick stairs used under upper windows as sills."",
    ""Windows: place 3 glass panes (or blocks) spaced evenly across each short face for each floor, aligned vertically between floors."",
    ""Roof: fill interior with netherbrick (or dark nether-like block) then surround with a 1-block-wide slab_stone border elevated one block above wall top."",
    ""Entrance: create a recessed doorway on one short side center, add a glowstone (or lantern) block adjacent as light; there may be two-step approach from cobblestone perimeter.""
  ]",2023,"[""Footprint: rectangular; the visible top-down shots show a centered rectangle roof inset inside a 1-block slab border, place cobblestone perimeter 1 block below wall base."", ""Walls: build two stories of stonebrick (approx 4 blocks tall per floor including window course) with a decorative horizontal cobblestone or chiseled-stone course between floors and stonebrick stairs used under upper windows as sills."", ""Windows: place 3 glass panes (or blocks) spaced evenly across each short face for each floor, aligned vertically between floors."", ""Roof: fill interior with netherbrick (or dark nether-like block) then surround with a 1-block-wide slab_stone border elevated one block above wall top."", ""Entrance: create a recessed doorway on one short side center, add a glowstone (or lantern) block adjacent as light; there may be two-step approach from cobblestone perimeter.""]",tracked
building_057,openai,uncertainties,explicit_text,v1:building_057,3526,"[
    ""Exact block types for the dark roof band: appears like netherbrick but could be dark oak planks or another dark block."",
    ""Whether the middle decorative horizontal band is cobblestone or a different textured stone (looks like cobblestone frieze)."",
    ""Interior layout, floor heights, and presence of internal floor between stories are not visible."",
    ""Exact footprint dimensions: estimated from window counts and top-down view but may vary by ±1-2 blocks."",
    ""The light source at the entrance looks like glowstone but could be a lantern or torch behind glass.""
  ]",2944,"[""Exact block types for the dark roof band: appears like netherbrick but could be dark oak planks or another dark block."", ""Whether the middle decorative horizontal band is cobblestone or a different textured stone (looks like cobblestone frieze)."", ""Interior layout, floor heights, and presence of internal floor between stories are not visible."", ""Exact footprint dimensions: estimated from window counts and top-down view but may vary by ±1-2 blocks."", ""The light source at the entrance looks like glowstone but could be a lantern or torch behind glass.""]",tracked
building_057,claude,summary,explicit_text,v1:building_057,376,"A compact two-story stone brick structure with a flat roof topped by a dark wood trim. The building features a symmetrical design with glass windows on both floors arranged in a 2-3-2 pattern. It sits on a stone foundation with a dirt courtyard, surrounded by grass. The structure appears to be a small fortified tower or watchtower with minimal ornamentation.",16,"""A compact two-story stone brick structure with a flat roof topped by a dark wood trim. The building features a symmetrical design with glass windows on both floors arranged in a 2-3-2 pattern. It sits on a stone foundation with a dirt courtyard, surrounded by grass. The structure appears to be a small fortified tower or watchtower with minimal ornamentation.""",tracked
building_057,claude,building_type,explicit_text,v1:building_057,334,tower,329,"""tower""",tracked
building_057,claude,shape.overall_form,explicit_text,v1:building_057,458,rectangular prism,441,"""rectangular prism""",tracked
building_057,claude,shape.footprint_hint,explicit_text,v1:building_057,493,rectangle,484,"""rectangle""",tracked
building_057,claude,shape.symmetry,explicit_text,v1:building_057,555,bilateral symmetry on front and back faces,513,"""bilateral symmetry on front and back faces""",tracked
building_057,claude,shape.floors_estimate,copied_numeric_value,v1:building_057,195,2,194,2,tracked
building_057,claude,shape.roof_type,explicit_text,v1:building_057,69,flat,65,"""flat""",tracked
building_057,claude,dimensions_estimate.width,copied_numeric_value,v1:building_057,654,6,653,6,tracked
building_057,claude,dimensions_estimate.depth,copied_numeric_value,v1:building_057,654,6,653,6,tracked
building_057,claude,dimensions_estimate.height,copied_numeric_value,v1:building_057,687,5,686,5,tracked
building_057,claude,materials,copied_material_name,v1:building_057,1122,"[
    {
      ""name"": ""stonebrick"",
      ""role"": ""primary wall material"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""wood"",
      ""role"": ""roof trim and interior framing"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""cobblestone"",
      ""role"": ""foundation and base platform"",
      ""confidence"": 0.8
    }
  ]",708,"[{""name"": ""stonebrick"", ""role"": ""primary wall material"", ""confidence"": 0.95}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 0.9}, {""name"": ""wood"", ""role"": ""roof trim and interior framing"", ""confidence"": 0.85}, {""name"": ""cobblestone"", ""role"": ""foundation and base platform"", ""confidence"": 0.8}]",tracked
building_057,claude,elements,explicit_text,v1:building_057,1323,"[
    ""windows (glass panes)"",
    ""flat roof with dark wood trim"",
    ""stone foundation platform"",
    ""symmetrical window arrangement"",
    ""dirt courtyard surrounding structure""
  ]",1138,"[""windows (glass panes)"", ""flat roof with dark wood trim"", ""stone foundation platform"", ""symmetrical window arrangement"", ""dirt courtyard surrounding structure""]",tracked
building_057,claude,rebuild_hints,explicit_text,v1:building_057,1906,"[
    ""Build a 6x6 base platform using cobblestone or stone blocks"",
    ""Construct two-story walls using stonebrick, approximately 3 blocks tall per floor"",
    ""Place windows symmetrically: 2 windows on upper floor, 3 windows on lower floor, all centered"",
    ""Add dark wood or dark oak wood block trim along the top edge of the roof"",
    ""Create a flat roof using stone or dark wood blocks"",
    ""Ensure windows are framed with lighter stone or quartz for contrast"",
    ""Surround the structure with dirt blocks at ground level for the courtyard effect""
  ]",1344,"[""Build a 6x6 base platform using cobblestone or stone blocks"", ""Construct two-story walls using stonebrick, approximately 3 blocks tall per floor"", ""Place windows symmetrically: 2 windows on upper floor, 3 windows on lower floor, all centered"", ""Add dark wood or dark oak wood block trim along the top edge of the roof"", ""Create a flat roof using stone or dark wood blocks"", ""Ensure windows are framed with lighter stone or quartz for contrast"", ""Surround the structure with dirt blocks at ground level for the courtyard effect""]",tracked
building_057,claude,uncertainties,explicit_text,v1:building_057,2282,"[
    ""Exact interior layout and room divisions not visible"",
    ""Precise window frame material (appears lighter than main walls, possibly quartz or light stone)"",
    ""Whether the dark trim is wood or dark stone variant"",
    ""Exact height of foundation platform (appears to be 1-2 blocks)"",
    ""Interior floor material and ceiling details unknown""
  ]",1927,"[""Exact interior layout and room divisions not visible"", ""Precise window frame material (appears lighter than main walls, possibly quartz or light stone)"", ""Whether the dark trim is wood or dark stone variant"", ""Exact height of foundation platform (appears to be 1-2 blocks)"", ""Interior floor material and ceiling details unknown""]",tracked
building_057,gemini,summary,explicit_text,v1:building_057,200,"A two-story rectangular building with a prominent cobblestone foundation, stone brick walls, and a flat roof. It features multiple glass pane windows and a single wooden door entrance.",16,"""A two-story rectangular building with a prominent cobblestone foundation, stone brick walls, and a flat roof. It features multiple glass pane windows and a single wooden door entrance.""",tracked
building_057,gemini,building_type,explicit_text,v1:building_057,239,generic building,223,"""generic building""",tracked
building_057,gemini,shape.overall_form,explicit_text,v1:building_057,293,rectangular prism,276,"""rectangular prism""",tracked
building_057,gemini,shape.footprint_hint,explicit_text,v1:building_057,328,rectangle,319,"""rectangle""",tracked
building_057,gemini,shape.symmetry,explicit_text,v1:building_057,389,"mostly symmetrical, asymmetrical entrance",348,"""mostly symmetrical, asymmetrical entrance""",tracked
building_057,gemini,shape.floors_estimate,copied_numeric_value,v1:building_057,416,2,415,2,tracked
building_057,gemini,shape.roof_type,explicit_text,v1:building_057,119,flat,115,"""flat""",tracked
building_057,gemini,dimensions_estimate.width,copied_numeric_value,v1:building_057,488,8,487,8,tracked
building_057,gemini,dimensions_estimate.depth,copied_numeric_value,v1:building_057,504,6,503,6,tracked
building_057,gemini,dimensions_estimate.height,copied_numeric_value,v1:building_057,488,8,487,8,tracked
building_057,gemini,materials,copied_material_name,v1:building_057,1109,"[
    {
      ""name"": ""stonebrick"",
      ""role"": ""primary walls"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""cobblestone"",
      ""role"": ""foundation and wall accents"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 1.0
    },
    {
      ""name"": ""nether_brick"",
      ""role"": ""roof center"",
      ""confidence"": 0.8
    },
    {
      ""name"": ""slab_stone"",
      ""role"": ""roof border"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""wood"",
      ""role"": ""door"",
      ""confidence"": 0.9
    }
  ]",542,"[{""name"": ""stonebrick"", ""role"": ""primary walls"", ""confidence"": 1.0}, {""name"": ""cobblestone"", ""role"": ""foundation and wall accents"", ""confidence"": 1.0}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 1.0}, {""name"": ""nether_brick"", ""role"": ""roof center"", ""confidence"": 0.8}, {""name"": ""slab_stone"", ""role"": ""roof border"", ""confidence"": 0.9}, {""name"": ""wood"", ""role"": ""door"", ""confidence"": 0.9}]",tracked
building_057,gemini,elements,explicit_text,v1:building_057,1209,"[
    ""windows"",
    ""entrance door"",
    ""extended foundation"",
    ""flat roof""
  ]",1125,"[""windows"", ""entrance door"", ""extended foundation"", ""flat roof""]",tracked
building_057,gemini,rebuild_hints,explicit_text,v1:building_057,1670,"[
    ""Create a 10x8 cobblestone foundation ring, 1 block high."",
    ""Build the main 8x6 walls inside the foundation ring using stone bricks, with cobblestone blocks used for the corners and the line dividing the floors."",
    ""Place 2x1 glass pane windows on both floors, spaced evenly according to the reference images."",
    ""Construct a flat roof with a center of dark red blocks (likely nether brick) and a border of stone slabs.""
  ]",1230,"[""Create a 10x8 cobblestone foundation ring, 1 block high."", ""Build the main 8x6 walls inside the foundation ring using stone bricks, with cobblestone blocks used for the corners and the line dividing the floors."", ""Place 2x1 glass pane windows on both floors, spaced evenly according to the reference images."", ""Construct a flat roof with a center of dark red blocks (likely nether brick) and a border of stone slabs.""]",tracked
building_057,gemini,uncertainties,explicit_text,v1:building_057,1905,"[
    ""The exact material of the dark red roof blocks is uncertain, though it strongly resembles nether brick."",
    ""The interior layout, flooring, and lighting are completely unknown as they are not visible.""
  ]",1691,"[""The exact material of the dark red roof blocks is uncertain, though it strongly resembles nether brick."", ""The interior layout, flooring, and lighting are completely unknown as they are not visible.""]",tracked
building_058,openai,summary,explicit_text,v1:building_058,300,"Small two-storey rectangular building with continuous horizontal window bands on both floors, light-colored corner and band trim, sandstone-like middle wall courses, and a stepped brick gable roof. A low white slab border surrounds the ground perimeter on a shallow foundation trench.",16,"""Small two-storey rectangular building with continuous horizontal window bands on both floors, light-colored corner and band trim, sandstone-like middle wall courses, and a stepped brick gable roof. A low white slab border surrounds the ground perimeter on a shallow foundation trench.""",tracked
building_058,openai,building_type,explicit_text,v1:building_058,350,residential_or_small_public,323,"""residential_or_small_public""",tracked
building_058,openai,shape.overall_form,explicit_text,v1:building_058,444,simple rectangular box with a centered stepped gable roof,387,"""simple rectangular box with a centered stepped gable roof""",tracked
building_058,openai,shape.footprint_hint,explicit_text,v1:building_058,479,rectangle,470,"""rectangle""",tracked
building_058,openai,shape.symmetry,explicit_text,v1:building_058,567,bilaterally symmetric along the long center axis (front/back mirror),499,"""bilaterally symmetric along the long center axis (front/back mirror)""",tracked
building_058,openai,shape.floors_estimate,copied_numeric_value,v1:building_058,594,2,593,2,tracked
building_058,openai,shape.roof_type,explicit_text,v1:building_058,207,gable,202,"""gable""",tracked
building_058,openai,dimensions_estimate.width,copied_numeric_value,v1:building_058,668,11,666,11,tracked
building_058,openai,dimensions_estimate.depth,copied_numeric_value,v1:building_058,685,21,683,21,tracked
building_058,openai,dimensions_estimate.height,copied_numeric_value,v1:building_058,702,9,701,9,tracked
building_058,openai,materials,copied_material_name,v1:building_058,1304,"[
    {
      ""name"": ""brick"",
      ""role"": ""roof"",
      ""confidence"": 0.95
    },
    {
      ""name"": ""sandstone"",
      ""role"": ""main_wall_course"",
      ""confidence"": 0.9
    },
    {
      ""name"": ""quartz"",
      ""role"": ""corner_and_horizontal_trim"",
      ""confidence"": 0.85
    },
    {
      ""name"": ""glass"",
      ""role"": ""windows"",
      ""confidence"": 0.99
    },
    {
      ""name"": ""slab_stone"",
      ""role"": ""roof_edge_caps"",
      ""confidence"": 0.6
    },
    {
      ""name"": ""air"",
      ""role"": ""window_openings/interior_space"",
      ""confidence"": 0.99
    }
  ]",723,"[{""name"": ""brick"", ""role"": ""roof"", ""confidence"": 0.95}, {""name"": ""sandstone"", ""role"": ""main_wall_course"", ""confidence"": 0.9}, {""name"": ""quartz"", ""role"": ""corner_and_horizontal_trim"", ""confidence"": 0.85}, {""name"": ""glass"", ""role"": ""windows"", ""confidence"": 0.99}, {""name"": ""slab_stone"", ""role"": ""roof_edge_caps"", ""confidence"": 0.6}, {""name"": ""air"", ""role"": ""window_openings/interior_space"", ""confidence"": 0.99}]",tracked
building_058,openai,elements,explicit_text,v1:building_058,1638,"[
    ""continuous horizontal windows (narrow strip windows) on each floor on long sides"",
    ""stepped brick gable roof with small stone slab cap at peak and step corners"",
    ""white slab border/low wall around building base (foundation edging)"",
    ""horizontal white trim band between floors and at top corners""
  ]",1320,"[""continuous horizontal windows (narrow strip windows) on each floor on long sides"", ""stepped brick gable roof with small stone slab cap at peak and step corners"", ""white slab border/low wall around building base (foundation edging)"", ""horizontal white trim band between floors and at top corners""]",tracked
building_058,openai,rebuild_hints,explicit_text,v1:building_058,2490,"[
    ""Footprint is a rectangle with long sides containing two horizontal rows of narrow windows each spanning most of the length; count approximately 9–11 window panes per long side."",
    ""Walls: use sandstone-like blocks for main mid sections, framed by full-height quartz (white) corner columns and a continuous quartz band between floors and at top for a boxy trim."",
    ""Roof: construct a centered gable made of brick blocks stepped upward in 1-block terraces toward the ridge; place stone/slab caps at the short-end ridge steps."",
    ""Perimeter: place a 1-block-high continuous white slab/edge around the base, set flush with ground and extending one block outward."",
    ""Height: each floor has ~3 blocks of wall height (windows centered in those courses); allow 2–3 blocks of stepped roof height above the top trim.""
  ]",1659,"[""Footprint is a rectangle with long sides containing two horizontal rows of narrow windows each spanning most of the length; count approximately 9–11 window panes per long side."", ""Walls: use sandstone-like blocks for main mid sections, framed by full-height quartz (white) corner columns and a continuous quartz band between floors and at top for a boxy trim."", ""Roof: construct a centered gable made of brick blocks stepped upward in 1-block terraces toward the ridge; place stone/slab caps at the short-end ridge steps."", ""Perimeter: place a 1-block-high continuous white slab/edge around the base, set flush with ground and extending one block outward."", ""Height: each floor has ~3 blocks of wall height (windows centered in those courses); allow 2–3 blocks of stepped roof height above the top trim.""]",tracked
building_058,openai,uncertainties,explicit_text,v1:building_058,3015,"[
    ""Exact block types: sandstone and quartz are inferred visually; they may be sandstone/sandstone_smooth and quartz_block variants."",
    ""Dimensions: width/depth/height are estimated from images and top views; actual block counts may differ by ±2–3 blocks."",
    ""Interior layout and presence of doors or internal floors/stairs are not visible and thus unknown."",
    ""Foundation depth and whether the white perimeter is full blocks or slabs is uncertain (appears as slabs but could be blocks).""
  ]",2511,"[""Exact block types: sandstone and quartz are inferred visually; they may be sandstone/sandstone_smooth and quartz_block variants."", ""Dimensions: width/depth/height are estimated from images and top views; actual block counts may differ by ±2–3 blocks."", ""Interior layout and presence of doors or internal floors/stairs are not visible and thus unknown."", ""Foundation depth and whether the white perimeter is full blocks or slabs is uncertain (appears as slabs but could be blocks).""]",tracked
building_058,claude,summary,explicit_text,v1:building_058,334,"A two-story modern residential building with a distinctive stepped brick roof. The structure features sandstone walls with regular window placement on both floors, a concrete foundation platform, and a gable roof with brick construction. The building is symmetrical and compact, designed for efficient residential use.",16,"""A two-story modern residential building with a distinctive stepped brick roof. The structure features sandstone walls with regular window placement on both floors, a concrete foundation platform, and a gable roof with brick construction. The building is symmetrical and compact, designed for efficient residential use.""",tracked
building_058,claude,building_type,explicit_text,v1:building_058,374,residential house,357,"""residential house""",tracked
building_058,claude,shape.overall_form,explicit_text,v1:building_058,450,rectangular box with stepped gable roof,411,"""rectangular box with stepped gable roof""",tracked
building_058,claude,shape.footprint_hint,explicit_text,v1:building_058,485,rectangle,476,"""rectangle""",tracked
